Info;Data;tick
Relatorio 12 meses Receita Líquida;474.600.000;CAMB3
Relatorio 3 meses Receita Líquida;113.975.000;CAMB3
Papel;CAML3;CAML3
Cotação;6,97;CAML3
Tipo;ON NM;CAML3
Data últ cot;19/07/2023;CAML3
Empresa;CAMIL ON NM;CAML3
Min 52 sem;6,53;CAML3
Setor;Alimentos Processados;CAML3
Max 52 sem;10,60;CAML3
Subsetor;Alimentos Diversos;CAML3
Vol $ méd (2m);11.929.200;CAML3
Valor de mercado;2.439.500.000;CAML3
Últ balanço processado;31/05/2023;CAML3
Valor da firma;5.743.930.000;CAML3
Nro. Ações;350.000.000;CAML3
Dia;0,99%;CAML3
P/L;7,61;CAML3
LPA;0,92;CAML3
Mês;0,29%;CAML3
P/VP;0,81;CAML3
VPA;8,58;CAML3
30 dias;-9,60%;CAML3
P/EBIT;6,16;CAML3
Marg. Bruta;20,3%;CAML3
12 meses;-20,72%;CAML3
PSR;0,23;CAML3
Marg. EBIT;3,8%;CAML3
2023;-14,43%;CAML3
P/Ativos;0,25;CAML3
Marg. Líquida;3,1%;CAML3
2022;-24,70%;CAML3
P/Cap. Giro;1,09;CAML3
EBIT / Ativo;4,0%;CAML3
2021;4,98%;CAML3
P/Ativ Circ Liq;2,24;CAML3
ROIC;5,4%;CAML3
2020;29,27%;CAML3
Div. Yield;4,2%;CAML3
ROE;10,7%;CAML3
2019;30,39%;CAML3
EV / EBITDA;8,97;CAML3
Liquidez Corr;1,62;CAML3
2018;-7,87%;CAML3
EV / EBIT;14,50;CAML3
Div Br/ Patrim;1,40;CAML3
Cres. Rec (5a);21,2%;CAML3
Giro Ativos;1,05;CAML3
Ativo;9.938.430.000;CAML3
Dív. Bruta;4.211.400.000;CAML3
Disponibilidades;906.974.000;CAML3
Dív. Líquida;3.304.430.000;CAML3
Ativo Circulante;5.848.340.000;CAML3
Patrim. Líq;3.001.770.000;CAML3
Relatorio 12 meses Lucro Líquido;320.771.000;CAML3
Relatorio 3 meses Lucro Líquido;64.005.000;CAML3
Relatorio 12 meses EBIT;396.123.000;CAML3
Relatorio 3 meses EBIT;111.654.000;CAML3
Relatorio 12 meses Receita Líquida;10.462.900.000;CAML3
Relatorio 3 meses Receita Líquida;2.654.030.000;CAML3
Papel;CASH3;CASH3
Cotação;7,62;CASH3
Tipo;ON NM;CASH3
Data últ cot;19/07/2023;CASH3
Empresa;MELIUZ ON NM;CASH3
Min 52 sem;7,09;CASH3
Setor;Programas e Serviços;CASH3
Max 52 sem;15,30;CASH3
Subsetor;Programas e Serviços;CASH3
Vol $ méd (2m);23.112.300;CASH3
Valor de mercado;659.267.000;CASH3
Últ balanço processado;31/03/2023;CASH3
Valor da firma;32.882.500;CASH3
Nro. Ações;86.518.000;CASH3
Dia;4,27%;CASH3
P/L;-10,88;CASH3
LPA;-0,70;CASH3
Mês;-2,93%;CASH3
P/VP;0,85;CASH3
VPA;9,01;CASH3
30 dias;-13,90%;CASH3
P/EBIT;4,24;CASH3
Marg. Bruta;41,3%;CASH3
12 meses;-28,12%;CASH3
PSR;1,75;CASH3
Marg. EBIT;41,3%;CASH3
2023;-35,43%;CASH3
P/Ativos;0,53;CASH3
Marg. Líquida;16,0%;CASH3
2022;-63,58%;CASH3
P/Cap. Giro;1,48;CASH3
EBIT / Ativo;-12,5%;CASH3
2021;29,64%;CASH3
P/Ativ Circ Liq;1,84;CASH3
ROIC;25,8%;CASH3
2020;58,95%;CASH3
Div. Yield;0,0%;CASH3
ROE;7,8%;CASH3
2019;0,00%;CASH3
EV / EBITDA;0,24;CASH3
Liquidez Corr;2,20;CASH3
2018;0,00%;CASH3
EV / EBIT;0,21;CASH3
Div Br/ Patrim;0,00;CASH3
Cres. Rec (5a);60,9%;CASH3
Giro Ativos;0,30;CASH3
Ativo;1.247.030.000;CASH3
Dív. Bruta;1.230.000;CASH3
Disponibilidades;627.615.000;CASH3
Dív. Líquida;-626.385.000;CASH3
Ativo Circulante;814.905.000;CASH3
Patrim. Líq;779.341.000;CASH3
Relatorio 12 meses Lucro Líquido;-60.582.000;CASH3
Relatorio 3 meses Lucro Líquido;-10.621.000;CASH3
Relatorio 12 meses EBIT;-155.632.000;CASH3
Relatorio 3 meses EBIT;-32.964.000;CASH3
Relatorio 12 meses Receita Líquida;376.738.000;CASH3
Relatorio 3 meses Receita Líquida;98.677.000;CASH3
Papel;CASN3;CASN3
Cotação;10,45;CASN3
Tipo;ON;CASN3
Data últ cot;28/04/2023;CASN3
Empresa;CASAN ON;CASN3
Min 52 sem;10,45;CASN3
Setor;Água e Saneamento;CASN3
Max 52 sem;12,81;CASN3
Subsetor;Água e Saneamento;CASN3
Vol $ méd (2m);0;CASN3
Valor de mercado;9.924.780.000;CASN3
Últ balanço processado;31/03/2023;CASN3
Valor da firma;11.607.600.000;CASN3
Nro. Ações;949.740.000;CASN3
Dia;0,00%;CASN3
P/L;163,77;CASN3
LPA;0,06;CASN3
Mês;0,00%;CASN3
P/VP;5,25;CASN3
VPA;1,99;CASN3
30 dias;0,00%;CASN3
P/EBIT;42,22;CASN3
Marg. Bruta;43,8%;CASN3
12 meses;-18,42%;CASN3
PSR;6,71;CASN3
Marg. EBIT;15,9%;CASN3
2023;-18,42%;CASN3
P/Ativos;2,25;CASN3
Marg. Líquida;4,1%;CASN3
2022;-0,01%;CASN3
P/Cap. Giro;43,02;CASN3
EBIT / Ativo;5,3%;CASN3
2021;4,89%;CASN3
P/Ativ Circ Liq;4,97;CASN3
ROIC;5,6%;CASN3
2020;-4,17%;CASN3
Div. Yield;0,2%;CASN3
ROE;3,2%;CASN3
2019;0,00%;CASN3
EV / EBITDA;31,08;CASN3
Liquidez Corr;0,69;CASN3
2018;0,00%;CASN3
EV / EBIT;49,38;CASN3
Div Br/ Patrim;0,93;CASN3
Cres. Rec (5a);7,2%;CASN3
Giro Ativos;0,34;CASN3
Ativo;4.411.750.000;CASN3
Dív. Bruta;1.758.930.000;CASN3
Disponibilidades;76.149.000;CASN3
Dív. Líquida;1.682.780.000;CASN3
Ativo Circulante;524.632.000;CASN3
Patrim. Líq;1.890.870.000;CASN3
Relatorio 12 meses Lucro Líquido;60.601.000;CASN3
Relatorio 3 meses Lucro Líquido;29.959.000;CASN3
Relatorio 12 meses EBIT;235.048.000;CASN3
Relatorio 3 meses EBIT;86.849.000;CASN3
Relatorio 12 meses Receita Líquida;1.479.130.000;CASN3
Relatorio 3 meses Receita Líquida;404.575.000;CASN3
Papel;CBAV3;CBAV3
Cotação;4,61;CBAV3
Tipo;ON NM;CBAV3
Data últ cot;19/07/2023;CBAV3
Empresa;CBA ON NM;CBAV3
Min 52 sem;4,53;CBAV3
Setor;Mineração;CBAV3
Max 52 sem;13,52;CBAV3
Subsetor;Minerais Metálicos;CBAV3
Vol $ méd (2m);36.926.500;CBAV3
Valor de mercado;2.746.790.000;CBAV3
Últ balanço processado;31/03/2023;CBAV3
Valor da firma;5.110.310.000;CBAV3
Nro. Ações;595.833.000;CBAV3
Dia;1,77%;CBAV3
P/L;5,20;CBAV3
LPA;0,89;CBAV3
Mês;-8,17%;CBAV3
P/VP;0,53;CBAV3
VPA;8,69;CBAV3
30 dias;-18,12%;CBAV3
P/EBIT;3,98;CBAV3
Marg. Bruta;13,7%;CBAV3
12 meses;-50,28%;CBAV3
PSR;0,33;CBAV3
Marg. EBIT;8,2%;CBAV3
2023;-57,29%;CBAV3
P/Ativos;0,21;CBAV3
Marg. Líquida;7,3%;CBAV3
2022;-13,39%;CBAV3
P/Cap. Giro;1,00;CBAV3
EBIT / Ativo;5,2%;CBAV3
2021;14,97%;CBAV3
P/Ativ Circ Liq;0,99;CBAV3
ROIC;6,4%;CBAV3
2020;0,00%;CBAV3
Div. Yield;9,6%;CBAV3
ROE;10,2%;CBAV3
2019;0,00%;CBAV3
EV / EBITDA;4,14;CBAV3
Liquidez Corr;2,25;CBAV3
2018;0,00%;CBAV3
EV / EBIT;7,41;CBAV3
Div Br/ Patrim;0,71;CBAV3
Cres. Rec (5a);5,3%;CBAV3
Giro Ativos;0,64;CBAV3
Ativo;13.163.700.000;CBAV3
Dív. Bruta;3.659.950.000;CBAV3
Disponibilidades;1.296.430.000;CBAV3
Dív. Líquida;2.363.520.000;CBAV3
Ativo Circulante;4.958.360.000;CBAV3
Patrim. Líq;5.177.030.000;CBAV3
Relatorio 12 meses Lucro Líquido;528.414.000;CBAV3
Relatorio 3 meses Lucro Líquido;67.040.000;CBAV3
Relatorio 12 meses EBIT;689.309.000;CBAV3
Relatorio 3 meses EBIT;-47.871.000;CBAV3
Relatorio 12 meses Receita Líquida;8.448.780.000;CBAV3
Relatorio 3 meses Receita Líquida;1.915.820.000;CBAV3
Papel;CBEE3;CBEE3
Cotação;13,70;CBEE3
Tipo;ON;CBEE3
Data últ cot;11/07/2023;CBEE3
Empresa;AMPLA ENERG ON;CBEE3
Min 52 sem;11,11;CBEE3
Setor;Energia Elétrica;CBEE3
Max 52 sem;16,95;CBEE3
Subsetor;Energia Elétrica;CBEE3
Vol $ méd (2m);1.765;CBEE3
Valor de mercado;3.290.880.000;CBEE3
Últ balanço processado;31/03/2023;CBEE3
Valor da firma;8.356.490.000;CBEE3
Nro. Ações;240.210.000;CBEE3
Dia;0,00%;CBEE3
P/L;-23,89;CBEE3
LPA;-0,57;CBEE3
Mês;-4,99%;CBEE3
P/VP;0,63;CBEE3
VPA;21,70;CBEE3
30 dias;-6,16%;CBEE3
P/EBIT;3,15;CBEE3
Marg. Bruta;16,7%;CBEE3
12 meses;-15,69%;CBEE3
PSR;0,43;CBEE3
Marg. EBIT;13,5%;CBEE3
2023;1,56%;CBEE3
P/Ativos;0,19;CBEE3
Marg. Líquida;1,8%;CBEE3
2022;-41,12%;CBEE3
P/Cap. Giro;1,63;CBEE3
EBIT / Ativo;5,9%;CBEE3
2021;15,88%;CBEE3
P/Ativ Circ Liq;0,37;CBEE3
ROIC;6,5%;CBEE3
2020;3,24%;CBEE3
Div. Yield;0,0%;CBEE3
ROE;2,6%;CBEE3
2019;-22,72%;CBEE3
EV / EBITDA;5,00;CBEE3
Liquidez Corr;0,64;CBEE3
2018;-2,06%;CBEE3
EV / EBIT;8,01;CBEE3
Div Br/ Patrim;1,06;CBEE3
Cres. Rec (5a);10,1%;CBEE3
Giro Ativos;0,43;CBEE3
Ativo;17.742.000.000;CBEE3
Dív. Bruta;5.536.360.000;CBEE3
Disponibilidades;470.745.000;CBEE3
Dív. Líquida;5.065.610.000;CBEE3
Ativo Circulante;3.633.780.000;CBEE3
Patrim. Líq;5.211.600.000;CBEE3
Relatorio 12 meses Lucro Líquido;-137.738.000;CBEE3
Relatorio 3 meses Lucro Líquido;-6.269.000;CBEE3
Relatorio 12 meses EBIT;1.043.530.000;CBEE3
Relatorio 3 meses EBIT;318.216.000;CBEE3
Relatorio 12 meses Receita Líquida;7.705.440.000;CBEE3
Relatorio 3 meses Receita Líquida;2.099.370.000;CBEE3
Papel;CCRO3;CCRO3
Cotação;13,53;CCRO3
Tipo;ON NM;CCRO3
Data últ cot;19/07/2023;CCRO3
Empresa;COMPANHIA DE CONCESSÕES RODOVIÁRIAS ON NM;CCRO3
Min 52 sem;10,03;CCRO3
Setor;Transporte;CCRO3
Max 52 sem;14,32;CCRO3
Subsetor;Exploração de Rodovias;CCRO3
Vol $ méd (2m);106.898.000;CCRO3
Valor de mercado;27.330.600.000;CCRO3
Últ balanço processado;31/03/2023;CCRO3
Valor da firma;48.901.600.000;CCRO3
Nro. Ações;2.020.000.000;CCRO3
Dia;0,37%;CCRO3
P/L;20,86;CCRO3
LPA;0,65;CCRO3
Mês;-2,24%;CCRO3
P/VP;2,27;CCRO3
VPA;5,97;CCRO3
30 dias;-3,77%;CCRO3
P/EBIT;5,21;CCRO3
Marg. Bruta;44,6%;CCRO3
12 meses;14,13%;CCRO3
PSR;1,79;CCRO3
Marg. EBIT;34,3%;CCRO3
2023;25,39%;CCRO3
P/Ativos;0,54;CCRO3
Marg. Líquida;9,1%;CCRO3
2022;-3,90%;CCRO3
P/Cap. Giro;14,32;CCRO3
EBIT / Ativo;10,3%;CCRO3
2021;-12,81%;CCRO3
P/Ativ Circ Liq;1,00;CCRO3
ROIC;12,2%;CCRO3
2020;-26,16%;CCRO3
Div. Yield;2,4%;CCRO3
ROE;10,9%;CCRO3
2019;78,21%;CCRO3
EV / EBITDA;7,03;CCRO3
Liquidez Corr;0,85;CCRO3
2018;-28,57%;CCRO3
EV / EBIT;9,32;CCRO3
Div Br/ Patrim;2,39;CCRO3
Cres. Rec (5a);14,4%;CCRO3
Giro Ativos;0,30;CCRO3
Ativo;50.784.500.000;CCRO3
Dív. Bruta;28.867.400.000;CCRO3
Disponibilidades;7.296.330.000;CCRO3
Dív. Líquida;21.571.000.000;CCRO3
Ativo Circulante;10.914.600.000;CCRO3
Patrim. Líq;12.058.900.000;CCRO3
Relatorio 12 meses Lucro Líquido;1.309.940.000;CCRO3
Relatorio 3 meses Lucro Líquido;629.329.000;CCRO3
Relatorio 12 meses EBIT;5.247.330.000;CCRO3
Relatorio 3 meses EBIT;1.790.160.000;CCRO3
Relatorio 12 meses Receita Líquida;15.305.400.000;CCRO3
Relatorio 3 meses Receita Líquida;4.386.850.000;CCRO3
Papel;CEAB3;CEAB3
Cotação;5,38;CEAB3
Tipo;ON NM;CEAB3
Data últ cot;19/07/2023;CEAB3
Empresa;CEA MODAS ON NM;CEAB3
Min 52 sem;1,94;CEAB3
Setor;Comércio;CEAB3
Max 52 sem;5,81;CEAB3
Subsetor;Tecidos, Vestuário e Calçados;CEAB3
Vol $ méd (2m);26.695.900;CEAB3
Valor de mercado;1.658.360.000;CEAB3
Últ balanço processado;31/03/2023;CEAB3
Valor da firma;2.420.000.000;CEAB3
Nro. Ações;308.245.000;CEAB3
Dia;0,74%;CEAB3
P/L;60,95;CEAB3
LPA;0,09;CEAB3
Mês;-2,18%;CEAB3
P/VP;0,58;CEAB3
VPA;9,31;CEAB3
30 dias;11,62%;CEAB3
P/EBIT;5,99;CEAB3
Marg. Bruta;50,8%;CEAB3
12 meses;118,70%;CEAB3
PSR;0,27;CEAB3
Marg. EBIT;4,4%;CEAB3
2023;134,93%;CEAB3
P/Ativos;0,18;CEAB3
Marg. Líquida;0,4%;CEAB3
2022;-62,76%;CEAB3
P/Cap. Giro;1,08;CEAB3
EBIT / Ativo;3,1%;CEAB3
2021;-52,29%;CEAB3
P/Ativ Circ Liq;0,89;CEAB3
ROIC;4,2%;CEAB3
2020;-27,83%;CEAB3
Div. Yield;0,0%;CEAB3
ROE;0,9%;CEAB3
2019;5,47%;CEAB3
EV / EBITDA;2,50;CEAB3
Liquidez Corr;1,56;CEAB3
2018;0,00%;CEAB3
EV / EBIT;8,74;CEAB3
Div Br/ Patrim;0,77;CEAB3
Cres. Rec (5a);0,7%;CEAB3
Giro Ativos;0,69;CEAB3
Ativo;9.037.980.000;CEAB3
Dív. Bruta;2.222.030.000;CEAB3
Disponibilidades;1.460.390.000;CEAB3
Dív. Líquida;761.639.000;CEAB3
Ativo Circulante;4.311.180.000;CEAB3
Patrim. Líq;2.871.160.000;CEAB3
Relatorio 12 meses Lucro Líquido;27.210.000;CEAB3
Relatorio 3 meses Lucro Líquido;-126.345.000;CEAB3
Relatorio 12 meses EBIT;276.880.000;CEAB3
Relatorio 3 meses EBIT;-54.662.000;CEAB3
Relatorio 12 meses Receita Líquida;6.227.100.000;CEAB3
Relatorio 3 meses Receita Líquida;1.240.580.000;CEAB3
Papel;CEBR3;CEBR3
Cotação;13,50;CEBR3
Tipo;ON;CEBR3
Data últ cot;19/07/2023;CEBR3
Empresa;CEB - COMPANHIA ENERGÉTICA DE BRASÍLIA ON;CEBR3
Min 52 sem;8,65;CEBR3
Setor;Energia Elétrica;CEBR3
Max 52 sem;13,50;CEBR3
Subsetor;Energia Elétrica;CEBR3
Vol $ méd (2m);86.171;CEBR3
Valor de mercado;973.107.000;CEBR3
Últ balanço processado;31/03/2023;CEBR3
Valor da firma;262.735.000;CEBR3
Nro. Ações;72.082.000;CEBR3
Dia;0,67%;CEBR3
P/L;4,64;CEBR3
LPA;2,91;CEBR3
Mês;1,50%;CEBR3
P/VP;0,95;CEBR3
VPA;14,28;CEBR3
30 dias;6,30%;CEBR3
P/EBIT;7,72;CEBR3
Marg. Bruta;54,6%;CEBR3
12 meses;1,21%;CEBR3
PSR;2,91;CEBR3
Marg. EBIT;37,7%;CEBR3
2023;48,29%;CEBR3
P/Ativos;0,66;CEBR3
Marg. Líquida;80,5%;CEBR3
2022;-19,61%;CEBR3
P/Cap. Giro;1,45;CEBR3
EBIT / Ativo;8,6%;CEBR3
2021;8,66%;CEBR3
P/Ativ Circ Liq;1,53;CEBR3
ROIC;16,9%;CEBR3
2020;135,50%;CEBR3
Div. Yield;11,0%;CEBR3
ROE;20,4%;CEBR3
2019;94,60%;CEBR3
EV / EBITDA;1,94;CEBR3
Liquidez Corr;5,62;CEBR3
2018;8,50%;CEBR3
EV / EBIT;2,08;CEBR3
Div Br/ Patrim;;CEBR3
Cres. Rec (5a);46,3%;CEBR3
Giro Ativos;0,23;CEBR3
Ativo;1.471.360.000;CEBR3
Dív. Bruta;0;CEBR3
Disponibilidades;710.372.000;CEBR3
Dív. Líquida;-710.372.000;CEBR3
Ativo Circulante;816.273.000;CEBR3
Patrim. Líq;1.029.470.000;CEBR3
Relatorio 12 meses Lucro Líquido;209.674.000;CEBR3
Relatorio 3 meses Lucro Líquido;52.376.000;CEBR3
Relatorio 12 meses EBIT;126.116.000;CEBR3
Relatorio 3 meses EBIT;39.434.000;CEBR3
Relatorio 12 meses Receita Líquida;334.564.000;CEBR3
Relatorio 3 meses Receita Líquida;92.560.000;CEBR3
Papel;CEBR5;CEBR5
Cotação;13,68;CEBR5
Tipo;PNA;CEBR5
Data últ cot;19/07/2023;CEBR5
Empresa;CEB - COMPANHIA ENERGÉTICA DE BRASÍLIA PNA;CEBR5
Min 52 sem;8,77;CEBR5
Setor;Energia Elétrica;CEBR5
Max 52 sem;13,99;CEBR5
Subsetor;Energia Elétrica;CEBR5
Vol $ méd (2m);69.195;CEBR5
Valor de mercado;986.082.000;CEBR5
Últ balanço processado;31/03/2023;CEBR5
Valor da firma;275.710.000;CEBR5
Nro. Ações;72.082.000;CEBR5
Dia;2,01%;CEBR5
P/L;4,70;CEBR5
LPA;2,91;CEBR5
Mês;2,17%;CEBR5
P/VP;0,96;CEBR5
VPA;14,28;CEBR5
30 dias;8,57%;CEBR5
P/EBIT;7,82;CEBR5
Marg. Bruta;54,6%;CEBR5
12 meses;28,26%;CEBR5
PSR;2,95;CEBR5
Marg. EBIT;37,7%;CEBR5
2023;36,73%;CEBR5
P/Ativos;0,67;CEBR5
Marg. Líquida;80,5%;CEBR5
2022;-10,87%;CEBR5
P/Cap. Giro;1,47;CEBR5
EBIT / Ativo;8,6%;CEBR5
2021;-11,26%;CEBR5
P/Ativ Circ Liq;1,55;CEBR5
ROIC;16,9%;CEBR5
2020;148,27%;CEBR5
Div. Yield;10,9%;CEBR5
ROE;20,4%;CEBR5
2019;101,92%;CEBR5
EV / EBITDA;2,04;CEBR5
Liquidez Corr;5,62;CEBR5
2018;37,70%;CEBR5
EV / EBIT;2,19;CEBR5
Div Br/ Patrim;;CEBR5
Cres. Rec (5a);46,3%;CEBR5
Giro Ativos;0,23;CEBR5
Ativo;1.471.360.000;CEBR5
Dív. Bruta;0;CEBR5
Disponibilidades;710.372.000;CEBR5
Dív. Líquida;-710.372.000;CEBR5
Ativo Circulante;816.273.000;CEBR5
Patrim. Líq;1.029.470.000;CEBR5
Relatorio 12 meses Lucro Líquido;209.674.000;CEBR5
Relatorio 3 meses Lucro Líquido;52.376.000;CEBR5
Relatorio 12 meses EBIT;126.116.000;CEBR5
Relatorio 3 meses EBIT;39.434.000;CEBR5
Relatorio 12 meses Receita Líquida;334.564.000;CEBR5
Relatorio 3 meses Receita Líquida;92.560.000;CEBR5
Papel;CEBR6;CEBR6
Cotação;14,63;CEBR6
Tipo;PNB;CEBR6
Data últ cot;19/07/2023;CEBR6
Empresa;CEB - COMPANHIA ENERGÉTICA DE BRASÍLIA PNB;CEBR6
Min 52 sem;8,56;CEBR6
Setor;Energia Elétrica;CEBR6
Max 52 sem;14,80;CEBR6
Subsetor;Energia Elétrica;CEBR6
Vol $ méd (2m);201.904;CEBR6
Valor de mercado;1.054.560.000;CEBR6
Últ balanço processado;31/03/2023;CEBR6
Valor da firma;344.188.000;CEBR6
Nro. Ações;72.082.000;CEBR6
Dia;0,61%;CEBR6
P/L;5,03;CEBR6
LPA;2,91;CEBR6
Mês;3,76%;CEBR6
P/VP;1,02;CEBR6
VPA;14,28;CEBR6
30 dias;16,11%;CEBR6
P/EBIT;8,36;CEBR6
Marg. Bruta;54,6%;CEBR6
12 meses;37,58%;CEBR6
PSR;3,15;CEBR6
Marg. EBIT;37,7%;CEBR6
2023;63,30%;CEBR6
P/Ativos;0,72;CEBR6
Marg. Líquida;80,5%;CEBR6
2022;-15,86%;CEBR6
P/Cap. Giro;1,57;CEBR6
EBIT / Ativo;8,6%;CEBR6
2021;-2,56%;CEBR6
P/Ativ Circ Liq;1,66;CEBR6
ROIC;16,9%;CEBR6
2020;180,29%;CEBR6
Div. Yield;11,2%;CEBR6
ROE;20,4%;CEBR6
2019;74,25%;CEBR6
EV / EBITDA;2,54;CEBR6
Liquidez Corr;5,62;CEBR6
2018;32,01%;CEBR6
EV / EBIT;2,73;CEBR6
Div Br/ Patrim;;CEBR6
Cres. Rec (5a);46,3%;CEBR6
Giro Ativos;0,23;CEBR6
Ativo;1.471.360.000;CEBR6
Dív. Bruta;0;CEBR6
Disponibilidades;710.372.000;CEBR6
Dív. Líquida;-710.372.000;CEBR6
Ativo Circulante;816.273.000;CEBR6
Patrim. Líq;1.029.470.000;CEBR6
Relatorio 12 meses Lucro Líquido;209.674.000;CEBR6
Relatorio 3 meses Lucro Líquido;52.376.000;CEBR6
Relatorio 12 meses EBIT;126.116.000;CEBR6
Relatorio 3 meses EBIT;39.434.000;CEBR6
Relatorio 12 meses Receita Líquida;334.564.000;CEBR6
Relatorio 3 meses Receita Líquida;92.560.000;CEBR6
Papel;CEDO3;CEDO3
Cotação;13,00;CEDO3
Tipo;ON;CEDO3
Data últ cot;19/07/2023;CEDO3
Empresa;CIA. DE FIAÇÃO E TECIDOS CEDRO CACHOEIRA ON;CEDO3
Min 52 sem;5,45;CEDO3
Setor;Tecidos, Vestuário e Calçados;CEDO3
Max 52 sem;13,00;CEDO3
Subsetor;Fios e Tecidos;CEDO3
Vol $ méd (2m);50.081;CEDO3
Valor de mercado;130.000.000;CEDO3
Últ balanço processado;31/03/2023;CEDO3
Valor da firma;358.674.000;CEDO3
Nro. Ações;10.000.000;CEDO3
Dia;5,26%;CEDO3
P/L;13,82;CEDO3
LPA;0,94;CEDO3
Mês;17,65%;CEDO3
P/VP;0,99;CEDO3
VPA;13,07;CEDO3
30 dias;37,57%;CEDO3
P/EBIT;1,11;CEDO3
Marg. Bruta;19,7%;CEDO3
12 meses;93,45%;CEDO3
PSR;0,11;CEDO3
Marg. EBIT;9,6%;CEDO3
2023;104,72%;CEDO3
P/Ativos;0,14;CEDO3
Marg. Líquida;0,0%;CEDO3
2022;-11,68%;CEDO3
P/Cap. Giro;6,96;CEDO3
EBIT / Ativo;13,0%;CEDO3
2021;-37,70%;CEDO3
P/Ativ Circ Liq;0,53;CEDO3
ROIC;16,7%;CEDO3
2020;28,22%;CEDO3
Div. Yield;0,0%;CEDO3
ROE;7,2%;CEDO3
2019;32,35%;CEDO3
EV / EBITDA;2,56;CEDO3
Liquidez Corr;1,04;CEDO3
2018;-24,44%;CEDO3
EV / EBIT;3,05;CEDO3
Div Br/ Patrim;1,94;CEDO3
Cres. Rec (5a);18,3%;CEDO3
Giro Ativos;1,36;CEDO3
Ativo;900.723.000;CEDO3
Dív. Bruta;254.171.000;CEDO3
Disponibilidades;25.497.000;CEDO3
Dív. Líquida;228.674.000;CEDO3
Ativo Circulante;522.143.000;CEDO3
Patrim. Líq;130.718.000;CEDO3
Relatorio 12 meses Lucro Líquido;9.405.000;CEDO3
Relatorio 3 meses Lucro Líquido;15.988.000;CEDO3
Relatorio 12 meses EBIT;117.451.000;CEDO3
Relatorio 3 meses EBIT;49.073.000;CEDO3
Relatorio 12 meses Receita Líquida;1.226.450.000;CEDO3
Relatorio 3 meses Receita Líquida;283.566.000;CEDO3
Papel;CEDO4;CEDO4
Cotação;9,75;CEDO4
Tipo;PN;CEDO4
Data últ cot;18/07/2023;CEDO4
Empresa;CIA. DE FIAÇÃO E TECIDOS CEDRO CACHOEIRA PN;CEDO4
Min 52 sem;3,10;CEDO4
Setor;Tecidos, Vestuário e Calçados;CEDO4
Max 52 sem;9,79;CEDO4
Subsetor;Fios e Tecidos;CEDO4
Vol $ méd (2m);131.301;CEDO4
Valor de mercado;97.500.000;CEDO4
Últ balanço processado;31/03/2023;CEDO4
Valor da firma;326.174.000;CEDO4
Nro. Ações;10.000.000;CEDO4
Dia;0,00%;CEDO4
P/L;10,37;CEDO4
LPA;0,94;CEDO4
Mês;4,73%;CEDO4
P/VP;0,75;CEDO4
VPA;13,07;CEDO4
30 dias;12,72%;CEDO4
P/EBIT;0,83;CEDO4
Marg. Bruta;19,7%;CEDO4
12 meses;116,19%;CEDO4
PSR;0,08;CEDO4
Marg. EBIT;9,6%;CEDO4
2023;153,91%;CEDO4
P/Ativos;0,11;CEDO4
Marg. Líquida;0,0%;CEDO4
2022;-23,20%;CEDO4
P/Cap. Giro;5,22;CEDO4
EBIT / Ativo;13,0%;CEDO4
2021;-11,19%;CEDO4
P/Ativ Circ Liq;0,40;CEDO4
ROIC;16,7%;CEDO4
2020;-35,14%;CEDO4
Div. Yield;0,0%;CEDO4
ROE;7,2%;CEDO4
2019;44,67%;CEDO4
EV / EBITDA;2,33;CEDO4
Liquidez Corr;1,04;CEDO4
2018;-12,02%;CEDO4
EV / EBIT;2,78;CEDO4
Div Br/ Patrim;1,94;CEDO4
Cres. Rec (5a);18,3%;CEDO4
Giro Ativos;1,36;CEDO4
Ativo;900.723.000;CEDO4
Dív. Bruta;254.171.000;CEDO4
Disponibilidades;25.497.000;CEDO4
Dív. Líquida;228.674.000;CEDO4
Ativo Circulante;522.143.000;CEDO4
Patrim. Líq;130.718.000;CEDO4
Relatorio 12 meses Lucro Líquido;9.405.000;CEDO4
Relatorio 3 meses Lucro Líquido;15.988.000;CEDO4
Relatorio 12 meses EBIT;117.451.000;CEDO4
Relatorio 3 meses EBIT;49.073.000;CEDO4
Relatorio 12 meses Receita Líquida;1.226.450.000;CEDO4
Relatorio 3 meses Receita Líquida;283.566.000;CEDO4
Papel;CEEB3;CEEB3
Cotação;43,50;CEEB3
Tipo;ON;CEEB3
Data últ cot;19/07/2023;CEEB3
Empresa;COELBA ON;CEEB3
Min 52 sem;32,44;CEEB3
Setor;Energia Elétrica;CEEB3
Max 52 sem;44,00;CEEB3
Subsetor;Energia Elétrica;CEEB3
Vol $ méd (2m);22.775;CEEB3
Valor de mercado;11.401.200.000;CEEB3
Últ balanço processado;31/03/2023;CEEB3
Valor da firma;23.948.200.000;CEEB3
Nro. Ações;262.096.000;CEEB3
Dia;0,00%;CEEB3
P/L;7,04;CEEB3
LPA;6,18;CEEB3
Mês;7,38%;CEEB3
P/VP;1,79;CEEB3
VPA;24,32;CEEB3
30 dias;11,76%;CEEB3
P/EBIT;3,15;CEEB3
Marg. Bruta;30,2%;CEEB3
12 meses;34,37%;CEEB3
PSR;0,79;CEEB3
Marg. EBIT;25,2%;CEEB3
2023;15,12%;CEEB3
P/Ativos;0,43;CEEB3
Marg. Líquida;11,3%;CEEB3
